,Abbr,EPA/play,Success Rate (SR),Dropback EPA,Dropback SR,Rush EPA,Rush SR,week,year
2536,PIT,0.061,40.7%,0.316,52.0%,-0.159,31.0%,13,2019
2537,MIN,0.024,42.6%,0.106,43.6%,-0.191,40.0%,13,2019
2538,BAL,0.012,48.4%,-0.006999999999999999,40.0%,0.023,53.8%,13,2019
2539,CIN,0.006999999999999999,41.0%,0.136,47.5%,-0.23800000000000002,28.6%,13,2019
2540,LAC,-0.006,40.3%,0.091,42.4%,-0.11599999999999999,37.9%,13,2019
2541,NO,-0.008,43.8%,-0.04,48.4%,0.05,35.3%,13,2019
2542,DET,-0.01,38.4%,0.091,40.4%,-0.192,34.6%,13,2019
2543,DAL,-0.036000000000000004,48.0%,-0.055,52.5%,0.034,31.3%,13,2019
2544,TB,-0.066,38.0%,0.046,47.6%,-0.22699999999999998,24.1%,13,2019
2545,CLE,-0.067,39.4%,-0.11800000000000001,36.6%,0.016,44.0%,13,2019
2546,NYG,-0.09,44.6%,-0.037000000000000005,46.2%,-0.16899999999999998,42.3%,13,2019
2547,CAR,-0.10400000000000001,39.7%,-0.021,44.6%,-0.377,23.5%,13,2019
2548,TEN,-0.106,42.9%,-0.174,43.3%,-0.027000000000000003,42.3%,13,2019
2549,IND,-0.107,42.0%,-0.094,46.7%,-0.132,33.3%,13,2019
2550,LV,-0.114,52.5%,-0.16399999999999998,54.3%,-0.04,50.0%,13,2019
2551,ATL,-0.145,44.3%,-0.128,47.7%,-0.191,34.8%,13,2019
2552,DEN,-0.17600000000000002,34.5%,-0.068,36.4%,-0.33899999999999997,31.8%,13,2019
2553,NYJ,-0.19699999999999998,34.7%,-0.22899999999999998,32.1%,-0.087,43.8%,13,2019
2554,ARI,-0.401,28.6%,-0.486,34.1%,-0.204,15.8%,13,2019
2555,JAX,-0.456,29.9%,-0.532,29.4%,-0.215,31.3%,13,2019
2556,BAL,0.46,54.1%,0.695,53.3%,0.299,54.5%,12,2019
2557,TEN,0.381,57.1%,0.7659999999999999,76.2%,0.09300000000000001,42.9%,12,2019
2558,CLE,0.297,58.1%,0.5,63.4%,0.045,51.5%,12,2019
2559,CAR,0.203,52.1%,0.425,57.8%,-0.153,42.9%,12,2019
2560,TB,0.182,45.0%,0.439,52.9%,-0.154,34.6%,12,2019
2561,NYJ,0.16899999999999998,43.5%,0.415,51.4%,-0.151,33.3%,12,2019
2562,SF,0.14300000000000002,42.6%,0.33,52.0%,-0.069,31.8%,12,2019
2563,BUF,0.075,45.8%,0.251,44.8%,-0.043,46.5%,12,2019
2564,NO,0.067,48.4%,0.166,53.5%,-0.155,36.8%,12,2019
2565,JAX,0.035,40.2%,0.022000000000000002,37.5%,0.062,46.2%,12,2019
2566,HOU,0.026000000000000002,38.6%,0.242,48.4%,-0.231,26.9%,12,2019
2567,IND,0.002,45.5%,-0.157,46.7%,0.134,44.4%,12,2019
2568,MIA,-0.04,39.7%,0.034,44.9%,-0.29600000000000004,21.4%,12,2019
2569,PIT,-0.043,36.2%,-0.153,30.6%,0.077,42.4%,12,2019
2570,SEA,-0.10300000000000001,30.0%,-0.08800000000000001,33.3%,-0.125,25.0%,12,2019
2571,DET,-0.10400000000000001,39.2%,-0.033,40.0%,-0.214,37.9%,12,2019
2572,ATL,-0.125,38.1%,-0.113,37.9%,-0.16699999999999998,38.9%,12,2019
2573,NE,-0.136,39.4%,-0.14,40.0%,-0.13,38.5%,12,2019
2574,CHI,-0.14400000000000002,39.1%,-0.061,45.8%,-0.33399999999999996,23.8%,12,2019
2575,DAL,-0.168,39.7%,-0.265,34.2%,-0.019,48.0%,12,2019
2576,LA,-0.17800000000000002,37.3%,-0.187,38.1%,-0.133,33.3%,12,2019
2577,NYG,-0.24,33.3%,-0.309,34.1%,-0.092,31.6%,12,2019
2578,GB,-0.248,33.8%,-0.203,34.0%,-0.332,33.3%,12,2019
2579,WAS,-0.262,33.9%,-0.29100000000000004,34.3%,-0.215,33.3%,12,2019
2580,PHI,-0.308,50.7%,-0.257,53.8%,-0.433,42.9%,12,2019
2581,CIN,-0.314,31.6%,-0.349,38.2%,-0.261,21.7%,12,2019
2582,LV,-0.337,35.1%,-0.25,37.1%,-0.474,31.8%,12,2019
2583,DEN,-0.363,32.7%,-0.5720000000000001,25.0%,0.031,47.1%,12,2019
2584,BAL,0.396,47.7%,0.606,55.9%,0.165,38.7%,11,2019
2585,BUF,0.26899999999999996,44.9%,0.426,50.0%,0.076,38.7%,11,2019
2586,DAL,0.26,55.1%,0.451,58.0%,-0.242,47.4%,11,2019
2587,IND,0.233,48.4%,0.083,46.9%,0.38299999999999995,50.0%,11,2019
2588,NO,0.14300000000000002,46.2%,0.233,45.9%,0.023,46.4%,11,2019
2589,NYJ,0.129,45.6%,0.295,51.4%,-0.048,39.4%,11,2019
2590,ATL,0.125,41.9%,0.34,48.6%,-0.193,32.0%,11,2019
2591,MIN,0.091,49.2%,0.20800000000000002,55.8%,-0.18899999999999997,33.3%,11,2019
2592,SF,0.07400000000000001,48.6%,0.263,59.3%,-0.493,16.7%,11,2019
2593,DET,0.059000000000000004,43.3%,0.17300000000000001,45.7%,-0.1,40.0%,11,2019
2594,KC,0.033,40.9%,0.1,46.5%,-0.092,30.4%,11,2019
2595,LV,0.013999999999999999,43.8%,0.284,52.9%,-0.292,33.3%,11,2019
2596,ARI,0.006,47.8%,-0.05,45.2%,0.10099999999999999,52.0%,11,2019
2597,DEN,-0.013000000000000001,42.3%,-0.004,34.8%,-0.026000000000000002,53.1%,11,2019
2598,LAC,-0.066,39.5%,-0.07200000000000001,42.1%,-0.047,31.6%,11,2019
2599,CLE,-0.07200000000000001,35.3%,0.1,32.4%,-0.244,38.2%,11,2019
2600,NE,-0.079,34.7%,-0.011000000000000001,38.0%,-0.235,27.3%,11,2019
2601,JAX,-0.122,34.4%,-0.102,34.6%,-0.24,33.3%,11,2019
2602,LA,-0.141,44.2%,0.133,42.9%,-0.326,45.2%,11,2019
2603,TB,-0.141,41.8%,-0.102,43.3%,-0.48,28.6%,11,2019
2604,PHI,-0.17,42.3%,-0.20199999999999999,39.6%,-0.078,50.0%,11,2019
2605,MIA,-0.19,39.7%,-0.16699999999999998,40.0%,-0.29100000000000004,38.5%,11,2019
2606,CHI,-0.20600000000000002,32.9%,-0.21,35.8%,-0.196,26.1%,11,2019
2607,CIN,-0.20800000000000002,36.7%,-0.451,27.5%,0.27899999999999997,55.0%,11,2019
2608,HOU,-0.303,41.7%,-0.435,42.9%,0.004,38.9%,11,2019
2609,WAS,-0.314,30.6%,-0.314,30.2%,-0.314,31.6%,11,2019
2610,CAR,-0.32899999999999996,37.8%,-0.32899999999999996,40.4%,-0.332,29.4%,11,2019
2611,PIT,-0.34700000000000003,41.7%,-0.33899999999999997,46.4%,-0.375,25.0%,11,2019
2612,BAL,0.539,61.4%,0.907,69.6%,0.136,52.4%,10,2019
2613,MIN,0.24,47.9%,0.344,55.6%,0.134,40.0%,10,2019
2614,DAL,0.187,43.7%,0.442,57.1%,-0.382,13.6%,10,2019
2615,GB,0.16399999999999998,48.4%,0.145,42.1%,0.191,57.7%,10,2019
2616,TEN,0.147,53.1%,0.012,52.0%,0.28800000000000003,54.2%,10,2019
2617,KC,0.125,54.2%,0.368,56.9%,-0.44,48.0%,10,2019
2618,ARI,0.08199999999999999,37.3%,0.139,40.0%,-0.087,29.4%,10,2019
2619,NYJ,0.075,34.4%,0.301,47.2%,-0.215,17.9%,10,2019
2620,CLE,0.066,44.1%,0.14800000000000002,47.7%,-0.08199999999999999,37.5%,10,2019
2621,TB,0.049,39.8%,0.09,44.1%,-0.054000000000000006,29.2%,10,2019
2622,BUF,0.038,40.3%,0.055999999999999994,43.5%,0.0,33.3%,10,2019
2623,ATL,0.027999999999999997,38.2%,0.161,42.9%,-0.136,32.4%,10,2019
2624,LV,0.02,43.1%,0.11,45.9%,-0.139,38.1%,10,2019
2625,CAR,0.013999999999999999,48.6%,0.10400000000000001,51.0%,-0.196,42.9%,10,2019
2626,LAC,-0.022000000000000002,53.3%,-0.126,52.3%,0.124,54.8%,10,2019
2627,NYG,-0.032,31.3%,0.19399999999999998,41.2%,-0.753,0.0%,10,2019
2628,CHI,-0.057999999999999996,38.2%,-0.055999999999999994,40.6%,-0.059000000000000004,34.8%,10,2019
2629,DET,-0.154,36.3%,-0.12300000000000001,40.4%,-0.233,26.1%,10,2019
2630,NO,-0.281,37.5%,-0.34700000000000003,35.8%,0.04,45.5%,10,2019
2631,MIA,-0.294,28.1%,-0.187,36.6%,-0.484,13.0%,10,2019
2632,SF,-0.295,36.3%,-0.313,42.6%,-0.257,23.1%,10,2019
2633,SEA,-0.298,45.8%,-0.34299999999999997,53.5%,-0.231,34.5%,10,2019
2634,PIT,-0.307,30.6%,0.02,40.9%,-0.8220000000000001,14.3%,10,2019
2635,CIN,-0.33799999999999997,45.2%,-0.626,38.9%,-0.059000000000000004,51.4%,10,2019
2636,IND,-0.345,38.2%,-0.507,36.6%,-0.099,40.7%,10,2019
2637,LA,-0.39299999999999996,36.8%,-0.436,40.4%,-0.298,29.2%,10,2019
2638,BAL,0.62,54.7%,1.305,70.0%,0.16399999999999998,44.4%,1,2019
2639,KC,0.37799999999999995,58.5%,0.644,66.7%,-0.021,46.2%,1,2019
2640,DAL,0.342,50.0%,0.8340000000000001,66.7%,-0.249,30.0%,1,2019
2641,LV,0.289,53.7%,0.63,63.0%,-0.052000000000000005,44.4%,1,2019
2642,IND,0.256,56.5%,0.233,53.3%,0.27699999999999997,59.4%,1,2019
2643,HOU,0.25,46.9%,0.294,46.3%,0.172,47.8%,1,2019
2644,NO,0.23399999999999999,57.8%,0.292,62.8%,0.11699999999999999,47.6%,1,2019
2645,NE,0.22,42.9%,0.488,50.0%,-0.13699999999999998,33.3%,1,2019
2646,WAS,0.213,43.5%,0.45399999999999996,53.2%,-0.542,13.3%,1,2019
2647,TEN,0.204,43.9%,0.33299999999999996,40.6%,0.039,48.0%,1,2019
2648,MIN,0.195,45.1%,0.7120000000000001,64.3%,-0.001,37.8%,1,2019
2649,LAC,0.188,49.2%,0.19,52.4%,0.185,42.9%,1,2019
2650,PHI,0.182,41.7%,0.435,42.5%,-0.133,40.6%,1,2019
2651,JAX,0.127,50.0%,0.33,56.8%,-0.26899999999999996,36.8%,1,2019
2652,DEN,0.10800000000000001,46.8%,0.213,52.6%,-0.057,37.5%,1,2019
2653,NYG,0.09300000000000001,51.5%,-0.037000000000000005,47.2%,0.551,66.7%,1,2019
2654,DET,0.02,44.4%,0.226,51.0%,-0.29600000000000004,34.4%,1,2019
2655,LA,0.018000000000000002,47.3%,-0.035,47.7%,0.096,46.7%,1,2019
2656,CIN,-0.008,40.0%,0.17600000000000002,45.8%,-0.6859999999999999,18.8%,1,2019
2657,SF,-0.08800000000000001,39.1%,0.042,44.1%,-0.23600000000000002,33.3%,1,2019
2658,BUF,-0.09300000000000001,50.8%,-0.113,51.1%,-0.043,50.0%,1,2019
2659,ARI,-0.102,36.8%,-0.12300000000000001,34.9%,-0.047,41.7%,1,2019
2660,ATL,-0.125,43.1%,-0.003,49.1%,-0.585,20.0%,1,2019
2661,GB,-0.145,35.6%,-0.047,40.0%,-0.353,26.3%,1,2019
2662,CAR,-0.146,45.3%,-0.22399999999999998,39.0%,-0.008,56.5%,1,2019
2663,NYJ,-0.153,41.4%,-0.12,42.6%,-0.221,39.1%,1,2019
2664,SEA,-0.162,32.7%,-0.039,44.0%,-0.289,20.8%,1,2019
2665,PIT,-0.182,37.9%,-0.122,40.7%,-0.452,25.0%,1,2019
2666,MIA,-0.272,32.7%,-0.195,36.8%,-0.539,18.2%,1,2019
2667,CHI,-0.3,34.3%,-0.29,37.5%,-0.34,21.4%,1,2019
2668,TB,-0.315,42.6%,-0.474,37.8%,-0.004,52.2%,1,2019
2669,CLE,-0.363,38.0%,-0.39799999999999996,38.8%,-0.287,36.4%,1,2019
2670,NYJ,0.364,56.5%,0.63,64.3%,-0.05,44.4%,9,2020
2671,GB,0.315,44.6%,0.696,60.0%,-0.13,26.7%,9,2020
2672,CAR,0.28300000000000003,50.6%,0.39,53.4%,0.033,44.0%,9,2020
2673,MIN,0.265,51.7%,0.397,54.5%,0.184,50.0%,9,2020
2674,KC,0.253,54.1%,0.34700000000000003,58.0%,-0.171,36.4%,9,2020
2675,BUF,0.237,55.4%,0.32799999999999996,59.6%,-0.126,38.5%,9,2020
2676,NO,0.226,52.9%,0.36700000000000005,59.5%,0.057999999999999996,45.2%,9,2020
2677,NE,0.20800000000000002,49.4%,0.408,52.6%,0.022000000000000002,46.3%,9,2020
2678,MIA,0.207,47.4%,0.445,56.8%,-0.23199999999999998,30.0%,9,2020
2679,ARI,0.19899999999999998,47.8%,0.418,62.9%,-0.04,31.3%,9,2020
2680,LV,0.188,44.0%,0.127,30.8%,0.254,58.3%,9,2020
2681,LAC,0.155,46.8%,0.213,49.0%,0.053,42.9%,9,2020
2682,HOU,0.14300000000000002,49.2%,0.423,53.7%,-0.43200000000000005,40.0%,9,2020
2683,ATL,0.105,43.5%,0.37200000000000005,60.0%,-0.263,20.7%,9,2020
2684,SEA,0.078,50.8%,0.11800000000000001,51.0%,-0.044000000000000004,50.0%,9,2020
2685,PIT,0.057,47.8%,0.276,56.0%,-0.586,23.5%,9,2020
2686,JAX,0.047,44.1%,0.172,47.6%,-0.154,38.5%,9,2020
2687,NYG,0.02,44.6%,0.009000000000000001,34.1%,0.034,57.6%,9,2020
2688,DEN,0.006999999999999999,35.6%,0.115,38.6%,-0.37799999999999995,25.0%,9,2020
2689,BAL,-0.013000000000000001,48.4%,0.183,56.7%,-0.18600000000000003,41.2%,9,2020
2690,WAS,-0.045,50.0%,0.015,55.8%,-0.28,27.3%,9,2020
2691,SF,-0.067,45.6%,-0.023,47.4%,-0.157,42.1%,9,2020
2692,DET,-0.087,54.1%,-0.114,60.4%,-0.037000000000000005,42.3%,9,2020
2693,TEN,-0.095,30.2%,-0.040999999999999995,36.0%,-0.14400000000000002,25.0%,9,2020
2694,DAL,-0.131,40.8%,-0.17300000000000001,42.9%,-0.07,37.9%,9,2020
2695,CHI,-0.141,39.7%,-0.091,44.1%,-0.295,26.3%,9,2020
2696,IND,-0.326,36.4%,-0.27,35.6%,-0.445,38.1%,9,2020
2697,TB,-0.479,36.7%,-0.47700000000000004,38.6%,-0.494,20.0%,9,2020
2698,MIN,0.423,53.8%,0.8420000000000001,66.7%,0.20199999999999999,47.1%,8,2020
2699,CIN,0.308,53.4%,0.51,59.5%,0.035,45.2%,8,2020
2700,KC,0.297,49.3%,0.639,63.8%,-0.507,15.0%,8,2020
2701,SEA,0.271,46.2%,0.446,53.7%,-0.027999999999999997,33.3%,8,2020
2702,IND,0.242,45.9%,0.595,56.8%,-0.11199999999999999,35.1%,8,2020
2703,TEN,0.231,59.7%,0.10300000000000001,50.0%,0.38799999999999996,71.4%,8,2020
2704,ATL,0.22699999999999998,52.9%,0.47200000000000003,63.2%,-0.083,40.0%,8,2020
2705,SF,0.20199999999999999,50.0%,0.284,52.2%,0.03,45.5%,8,2020
2706,LV,0.16399999999999998,52.9%,0.11800000000000001,50.0%,0.19899999999999998,55.0%,8,2020
2707,BUF,0.147,51.9%,-0.063,45.5%,0.292,56.3%,8,2020
2708,GB,0.135,45.8%,0.191,51.0%,0.017,34.8%,8,2020
2709,PIT,0.085,47.2%,0.15,54.1%,-0.066,31.3%,8,2020
2710,NO,0.083,39.7%,0.195,48.9%,-0.09699999999999999,25.0%,8,2020
2711,NE,0.08,50.0%,0.07400000000000001,45.2%,0.085,54.5%,8,2020
2712,TB,0.076,45.6%,0.222,56.8%,-0.193,25.0%,8,2020
2713,DEN,0.073,37.1%,0.08900000000000001,41.3%,0.027000000000000003,25.0%,8,2020
2714,LAC,0.039,44.8%,0.092,46.9%,-0.03,42.1%,8,2020
2715,CAR,0.006999999999999999,45.5%,0.019,43.2%,-0.018000000000000002,50.0%,8,2020
2716,NYG,0.005,43.1%,0.09,47.9%,-0.166,33.3%,8,2020
2717,CHI,-0.036000000000000004,37.1%,0.024,42.6%,-0.158,26.1%,8,2020
2718,CLE,-0.052000000000000005,36.7%,-0.165,36.7%,0.127,36.8%,8,2020
2719,BAL,-0.099,39.5%,-0.24,38.5%,0.031,40.5%,8,2020
2720,DET,-0.204,38.3%,-0.114,41.7%,-0.562,25.0%,8,2020
2721,NYJ,-0.222,42.9%,-0.254,45.7%,-0.168,38.1%,8,2020
2722,PHI,-0.23600000000000002,41.0%,-0.32799999999999996,43.2%,-0.095,37.5%,8,2020
2723,LA,-0.257,46.8%,-0.406,46.2%,0.078,48.3%,8,2020
2724,DAL,-0.326,41.8%,-0.519,42.2%,-0.071,41.2%,8,2020
2725,MIA,-0.51,33.3%,-0.445,41.7%,-0.574,25.0%,8,2020
2726,CLE,0.46,58.0%,0.8440000000000001,72.4%,-0.071,38.1%,7,2020
2727,TB,0.384,54.3%,0.653,62.2%,-0.1,40.0%,7,2020
2728,SF,0.318,59.1%,0.625,66.7%,0.106,53.8%,7,2020
2729,GB,0.306,56.7%,0.5429999999999999,60.0%,-0.027000000000000003,52.0%,7,2020
2730,CAR,0.3,60.0%,0.46299999999999997,66.7%,-0.14800000000000002,41.7%,7,2020
2731,CIN,0.25,57.3%,0.353,60.0%,-0.035,50.0%,7,2020
2732,LAC,0.248,52.0%,0.43200000000000005,56.0%,-0.12,44.0%,7,2020
2733,NO,0.22899999999999998,51.5%,0.374,56.4%,0.034,44.8%,7,2020
2734,WAS,0.16699999999999998,42.4%,0.43799999999999994,46.7%,-0.06,38.9%,7,2020
2735,DET,0.14,44.8%,0.401,52.8%,-0.28600000000000003,31.8%,7,2020
2736,SEA,0.11,58.3%,0.031,55.9%,0.297,64.0%,7,2020
2737,ARI,0.10300000000000001,53.8%,0.256,62.0%,-0.154,40.0%,7,2020
2738,BUF,0.099,55.6%,0.158,58.0%,-0.033,50.0%,7,2020
2739,PIT,0.08900000000000001,50.0%,0.102,45.3%,0.06,60.0%,7,2020
2740,ATL,0.071,47.3%,0.244,61.7%,-0.23,22.2%,7,2020
2741,PHI,0.065,48.1%,0.22399999999999998,55.8%,-0.266,32.0%,7,2020
2742,KC,0.064,45.8%,-0.006999999999999999,48.3%,0.172,42.1%,7,2020
2743,TEN,0.052000000000000005,37.9%,0.185,40.0%,-0.151,34.8%,7,2020
2744,NYG,-0.005,40.7%,-0.031,41.0%,0.044000000000000004,40.0%,7,2020
2745,HOU,-0.034,45.6%,0.139,55.8%,-0.596,12.5%,7,2020
2746,LV,-0.040999999999999995,43.9%,0.013999999999999999,54.5%,-0.15,22.7%,7,2020
2747,LA,-0.061,47.1%,0.19,54.1%,-0.342,39.4%,7,2020
2748,JAX,-0.111,36.7%,-0.09300000000000001,32.4%,-0.141,43.5%,7,2020
2749,NYJ,-0.187,45.6%,-0.281,42.9%,-0.038,50.0%,7,2020
2750,DEN,-0.262,44.2%,-0.423,38.6%,-0.048,51.5%,7,2020
2751,NE,-0.27,46.2%,-0.409,45.5%,-0.027999999999999997,47.4%,7,2020
2752,DAL,-0.275,38.6%,-0.3,37.5%,-0.243,40.0%,7,2020
2753,CHI,-0.342,31.7%,-0.325,35.6%,-0.385,22.2%,7,2020
2754,TEN,0.39899999999999997,51.4%,0.43799999999999994,60.0%,0.33799999999999997,37.9%,6,2020
2755,KC,0.332,62.0%,0.507,66.7%,0.18,57.9%,6,2020
2756,ARI,0.321,45.9%,0.152,37.9%,0.473,53.1%,6,2020
2757,HOU,0.299,47.8%,0.5670000000000001,58.1%,-0.14400000000000002,30.8%,6,2020
2758,DET,0.22699999999999998,45.9%,0.361,51.4%,0.09300000000000001,40.5%,6,2020
2759,CIN,0.20199999999999999,45.8%,0.307,47.6%,0.055999999999999994,43.3%,6,2020
2760,TB,0.198,41.9%,0.39799999999999996,46.7%,0.011000000000000001,37.5%,6,2020
2761,ATL,0.185,46.8%,0.6809999999999999,57.8%,-0.47100000000000003,32.4%,6,2020
2762,IND,0.163,48.4%,0.223,50.0%,-0.042,42.9%,6,2020
2763,PIT,0.105,47.5%,0.015,37.0%,0.177,55.9%,6,2020
2764,SF,0.08800000000000001,40.8%,0.36,51.4%,-0.17800000000000002,30.6%,6,2020
2765,BUF,0.065,45.3%,0.16699999999999998,50.0%,-0.11699999999999999,36.8%,6,2020
2766,WAS,0.031,46.5%,0.061,53.1%,-0.035,31.8%,6,2020
2767,CHI,0.027000000000000003,41.9%,0.10099999999999999,48.8%,-0.11900000000000001,28.6%,6,2020
2768,LA,0.019,43.3%,0.006999999999999999,39.0%,0.044000000000000004,52.6%,6,2020
2769,NYG,0.017,42.2%,0.138,50.0%,-0.098,34.8%,6,2020
2770,BAL,0.006,36.6%,0.063,40.5%,-0.055999999999999994,32.4%,6,2020
2771,PHI,-0.025,38.2%,0.018000000000000002,37.3%,-0.155,41.2%,6,2020
2772,MIA,-0.07400000000000001,46.4%,-0.095,50.0%,-0.046,41.7%,6,2020
2773,JAX,-0.08,35.5%,-0.016,37.5%,-0.3,28.6%,6,2020
2774,DEN,-0.10300000000000001,37.7%,-0.161,35.7%,-0.054000000000000006,39.4%,6,2020
2775,MIN,-0.136,48.1%,-0.008,51.2%,-0.541,38.5%,6,2020
2776,CAR,-0.141,36.8%,-0.07,36.4%,-0.271,37.5%,6,2020
2777,DAL,-0.149,40.4%,-0.115,42.2%,-0.235,36.0%,6,2020
2778,NE,-0.266,43.6%,-0.387,44.1%,-0.07,42.9%,6,2020
2779,GB,-0.314,33.9%,-0.366,35.7%,-0.205,30.0%,6,2020
2780,NYJ,-0.314,33.8%,-0.36700000000000005,30.6%,-0.198,40.9%,6,2020
2781,CLE,-0.5,36.8%,-0.505,36.1%,-0.49,38.1%,6,2020
2782,MIA,0.35200000000000004,50.8%,0.883,66.7%,-0.196,34.4%,5,2020
2783,LV,0.321,48.5%,0.56,50.0%,0.08199999999999999,47.1%,5,2020
2784,TEN,0.294,50.8%,0.606,64.7%,-0.047,35.5%,5,2020
2785,CAR,0.237,54.7%,0.4,59.0%,-0.019,48.0%,5,2020
2786,ARI,0.23,51.4%,0.33799999999999997,58.5%,0.078,41.4%,5,2020
2787,PIT,0.215,41.1%,0.374,47.6%,-0.0,32.3%,5,2020
2788,HOU,0.201,50.0%,0.366,57.9%,-0.113,35.0%,5,2020
2789,PHI,0.161,41.4%,0.156,45.5%,0.174,28.6%,5,2020
2790,LA,0.153,43.9%,0.525,50.0%,-0.244,37.5%,5,2020
2791,KC,0.102,38.0%,0.11599999999999999,33.3%,0.059000000000000004,52.9%,5,2020
2792,SEA,0.096,43.4%,0.114,42.9%,0.025,45.5%,5,2020
2793,MIN,0.062,46.5%,0.21600000000000003,52.3%,-0.098,40.5%,5,2020
2794,DAL,0.05,59.1%,0.10800000000000001,62.9%,-0.017,54.8%,5,2020
2795,CLE,0.047,45.2%,0.172,56.1%,-0.11199999999999999,31.3%,5,2020
2796,BUF,0.03,51.4%,0.018000000000000002,56.0%,0.06,40.0%,5,2020
2797,ATL,0.013999999999999999,46.0%,-0.10400000000000001,39.5%,0.193,56.0%,5,2020
2798,LAC,0.006,39.1%,0.125,46.2%,-0.14800000000000002,30.0%,5,2020
2799,TB,-0.023,34.8%,-0.048,34.7%,0.037000000000000005,35.0%,5,2020
2800,NYG,-0.035,41.8%,-0.061,40.0%,0.003,44.4%,5,2020
2801,JAX,-0.038,41.3%,-0.001,43.1%,-0.163,35.3%,5,2020
2802,NO,-0.051,44.7%,-0.032,49.0%,-0.091,36.0%,5,2020
2803,BAL,-0.053,40.3%,-0.106,41.0%,0.037000000000000005,39.1%,5,2020
2804,IND,-0.065,47.3%,-0.18899999999999997,45.9%,0.191,50.0%,5,2020
2805,CHI,-0.066,41.0%,-0.033,45.8%,-0.188,23.1%,5,2020
2806,NYJ,-0.09300000000000001,42.0%,0.001,42.2%,-0.26899999999999996,41.7%,5,2020
2807,SF,-0.21,46.9%,-0.35600000000000004,37.8%,0.13699999999999998,68.4%,5,2020
2808,WAS,-0.38299999999999995,27.8%,-0.47600000000000003,26.2%,-0.061,33.3%,5,2020
2809,CIN,-0.45299999999999996,29.9%,-0.574,31.7%,-0.264,26.9%,5,2020
2810,CLE,0.34700000000000003,55.6%,0.336,50.0%,0.35600000000000004,60.5%,4,2020
2811,CAR,0.294,47.9%,0.498,58.1%,0.002,33.3%,4,2020
2812,NO,0.29100000000000004,59.1%,0.391,55.6%,0.221,61.5%,4,2020
2813,GB,0.273,55.7%,0.693,67.6%,-0.374,37.5%,4,2020
2814,SEA,0.248,58.3%,0.361,60.5%,0.053,54.5%,4,2020
2815,BAL,0.244,42.9%,0.36700000000000005,40.7%,0.129,44.8%,4,2020
2816,BUF,0.23199999999999998,47.5%,0.48700000000000004,58.3%,-0.16899999999999998,30.4%,4,2020
2817,CIN,0.221,52.1%,0.223,53.7%,0.218,50.0%,4,2020
2818,MIN,0.218,54.7%,0.248,48.1%,0.196,59.5%,4,2020
2819,JAX,0.17600000000000002,50.0%,0.271,55.3%,-0.057999999999999996,36.8%,4,2020
2820,TB,0.152,52.1%,0.266,56.3%,-0.067,44.0%,4,2020
2821,DEN,0.135,46.2%,0.242,56.8%,-0.006,32.1%,4,2020
2822,DET,0.128,45.0%,0.226,48.7%,-0.055,38.1%,4,2020
2823,DAL,0.11699999999999999,57.0%,0.155,59.7%,-0.021,47.1%,4,2020
2824,LAC,0.11599999999999999,34.6%,0.5,46.9%,-0.498,15.0%,4,2020
2825,ARI,0.1,50.9%,0.163,54.1%,-0.017,45.0%,4,2020
2826,KC,0.099,45.3%,0.203,47.2%,-0.122,41.2%,4,2020
2827,ATL,0.098,50.0%,0.158,53.2%,-0.025,43.5%,4,2020
2828,MIA,0.034,53.6%,0.071,56.9%,-0.07200000000000001,44.4%,4,2020
2829,HOU,0.027999999999999997,49.2%,0.155,50.0%,-0.203,47.8%,4,2020
2830,IND,0.016,36.2%,0.268,45.5%,-0.21600000000000003,27.8%,4,2020
2831,LV,0.006999999999999999,48.6%,0.174,53.8%,-0.429,35.0%,4,2020
2832,WAS,-0.017,46.5%,-0.075,44.9%,0.11199999999999999,50.0%,4,2020
2833,PHI,-0.035,44.3%,0.054000000000000006,47.2%,-0.162,40.0%,4,2020
2834,SF,-0.076,45.1%,-0.16,50.0%,0.12300000000000001,33.3%,4,2020
2835,LA,-0.087,42.6%,-0.149,44.1%,0.019,40.0%,4,2020
2836,CHI,-0.08800000000000001,33.3%,0.002,40.0%,-0.358,13.3%,4,2020
2837,NYJ,-0.132,35.5%,-0.061,39.3%,-0.33299999999999996,25.0%,4,2020
2838,NYG,-0.172,38.2%,-0.201,45.7%,-0.113,22.7%,4,2020
2839,NE,-0.18899999999999997,41.3%,-0.40399999999999997,38.1%,0.085,45.5%,4,2020
2840,KC,0.325,56.0%,0.753,70.8%,-0.435,29.6%,3,2020
2841,SF,0.304,50.0%,0.637,62.5%,-0.08800000000000001,35.3%,3,2020
2842,LA,0.294,57.4%,0.314,52.8%,0.272,62.5%,3,2020
2843,GB,0.251,54.1%,0.462,62.2%,-0.075,41.7%,3,2020
2844,MIA,0.213,46.7%,0.513,66.7%,-0.032,30.3%,3,2020
2845,PIT,0.2,50.7%,0.293,52.4%,0.081,48.5%,3,2020
2846,BUF,0.188,50.8%,0.21600000000000003,55.0%,0.136,42.9%,3,2020
2847,NE,0.151,50.0%,-0.057,46.9%,0.34600000000000003,52.9%,3,2020
2848,DAL,0.136,46.3%,0.138,46.0%,0.13,47.1%,3,2020
2849,TB,0.133,46.2%,0.242,50.0%,-0.064,39.1%,3,2020
2850,SEA,0.127,41.1%,0.204,46.2%,-0.066,28.6%,3,2020
2851,NO,0.115,46.7%,0.272,51.2%,-0.223,36.8%,3,2020
